$aa,$sced,$cplx,$site,$resl,$acap,$etat,$rely,$Data,$prec,$pmat,$aexp,$flex,$pcon,$tool,$time,$stor,$docu,$b,$plex,$pcap,$kloc,$ltex,$pr,$ruse,$team,$pvol,>>Months,>>Defects
4.32058544582,1.22187367298,1.507662259,1.00000087248,6.62120396463,1.02715159878,4.27744522928,1.26000082098,1.00000095509,5.89748400105,7.17576467548,1.09533365624,2.35986678523,1.09307724008,1.00547036876,1.52836055056,1.14577204638,1.09839253455,6.02753950963,1.0000003759,1.00000032469,119.841402192,1.08845186784,2.46991946206,1.04941499683,3.41031303041,0.870000509275,39.9258056375,44567.2833164
3.06233143285,1.11337991768,1.56146481782,1.00000083857,4.3760750947,1.15363863095,5.48329755659,1.26000067691,1.00000068304,5.69572648696,4.70905588205,1.04438926714,2.84064959407,1.07399406341,1.06320061893,1.48351319053,1.16118577416,0.962513290937,7.95244196935,1.00000099522,1.00000047585,102.113728127,0.950917379994,4.40668672409,1.01489503134,4.24505390673,0.870000893903,39.1352161153,47588.6657163
1.92473433023,1.20389412972,1.59002063706,1.00000006116,4.45020383211,1.15567677584,5.63189912211,1.2600003342,1.00000051905,4.98735606669,7.19803669948,1.02577023216,2.8891668013,1.05361035674,1.06516575757,1.17838456574,1.083117419,0.973705356659,3.63887257897,1.00000022612,1.00000013396,92.7001871869,0.985273324294,4.92881022399,0.993694919902,3.61060707299,0.870000389951,28.0380723964,28921.370018
5.95878885245,1.03826917993,1.40236728614,1.00000089455,4.84545190797,1.12862439676,4.46700899371,1.26000002159,1.00000085022,6.16641670288,5.26326976029,1.0930952096,3.67712029778,1.03293340669,1.06310103551,1.0802780098,1.11378656247,1.04346747689,9.74960931202,1.00000042938,1.00000016878,107.368140384,0.958826385257,3.13967133832,0.95121175924,4.07840613914,0.870000371167,32.5370448253,22251.7675407
2.53728661759,1.23087591021,1.40547797038,1.00000064724,6.6892184734,1.0469417081,1.65548087585,1.2600005076,1.00000096301,4.99378326398,5.63461219131,1.03000145808,1.64910422372,1.07189961367,1.01058956895,1.23074478747,1.08429064386,1.07647605412,7.10071401324,1.00000096103,1.00000058519,93.7245271473,0.910043958048,5.42556278539,1.06205688453,4.35505886744,0.87000061449,22.9788136216,5239.85249902
4.41202185516,1.35460052092,1.63587226285,1.00000081281,4.32309078952,1.0413275909,5.08994727624,1.26000048732,1.00000048454,6.03391714827,6.2042249311,1.01771430155,4.04802095561,1.07515803351,1.08106207502,1.22148712056,1.16645726228,0.978533695198,4.29476777409,1.000000553,1.00000032893,93.5865074265,1.07840554731,1.2552748339,0.954049182123,4.32470070604,0.870000893973,19.4070965923,5069.80472586
1.44540503136,1.15169310793,1.62234773251,1.00000099932,6.58230137477,1.13332625508,1.65550375248,1.26000087547,1.00000066531,5.15508461755,5.85524667525,1.04406481668,2.23944862272,1.06022510476,1.07559661621,1.60411853242,1.14094256402,1.10490289912,9.71863822377,1.0000003408,1.00000040491,82.1037932226,1.02703732983,3.67286144681,0.975508200131,3.98715467703,0.870000188604,27.8262684263,1596.07677898
3.95745799689,1.1455967632,1.53732056363,1.00000017698,5.399936925,1.04429934972,5.50321895828,1.26000016733,1.00000065149,6.08109877467,6.40939743084,1.0335452595,3.75456747914,1.02528105012,1.00249383504,1.51295109184,1.12600567005,1.03033555044,6.11404067539,1.00000026967,1.00000004315,118.901853351,1.06634948643,2.11891330057,1.06820675942,4.07535079729,0.870000299779,61.4009783659,59332.4716675
2.42497509708,1.03685677311,1.69644118801,1.00000093623,6.36506153719,1.13339812567,4.6881679739,1.26000016897,1.00000015707,5.79821520638,5.26300920398,1.00244260719,1.66953625326,1.02809118499,1.02479276304,1.51214902531,1.02452151751,0.985446841424,8.79467757721,1.00000023079,1.00000082781,111.741521629,0.936376580549,5.78928012194,0.990759607614,3.59475310143,0.87000005969,40.486377227,6703.64213997
5.58190324041,1.00547041344,1.58571285292,1.0000002679,6.34958984719,1.04435729333,4.94421272301,1.26000004484,1.0000000515,5.81087834938,4.59479980679,1.03257224985,2.59431284167,1.08849646193,1.01104513535,1.26370892376,1.08567043186,1.04047964851,5.95255976131,1.00000059668,1.00000034337,103.224087622,0.982011556208,2.4787421892,1.03896893097,3.71070744708,0.870000239821,34.4145376513,32437.5354977
2.64988970551,1.12226668334,1.51141167628,1.00000063502,5.46900353621,1.17568865179,3.62171666227,1.26000075901,1.00000018055,5.20104585917,6.86920284726,1.03012622799,1.74754279795,1.01886562267,1.03088610191,1.15450346405,1.14642100693,0.942274041898,8.26215465265,1.00000022387,1.00000017487,116.463760534,0.946333181378,5.5741886325,0.956294169165,3.60094985008,0.870000270524,54.6752724007,65531.6445603
3.89645738029,1.26958983261,1.65695331931,1.00000006595,6.6096817369,1.08882999197,5.26258882792,1.26000064793,1.00000058404,5.90161743721,4.97978850833,1.06541499968,1.5137096381,1.02840723601,1.04803998431,1.15501448989,1.13892534457,1.07027037013,6.71269953328,1.0000008781,1.00000099045,114.649722262,0.967649036756,2.40007018013,1.04260710344,4.24739063787,0.87000038511,38.7402268807,14241.9739003
2.96199419575,1.04658185991,1.57133140125,1.00000001052,5.42301129913,1.16215828478,4.47638818913,1.26000099798,1.00000076292,5.44907466216,3.57394550661,1.02221769938,2.73279299751,1.02616917963,1.01796893914,1.42111321986,1.14924584233,1.04120360756,4.94348834582,1.00000093023,1.00000065744,102.262012343,0.99065013285,1.7366141283,1.03845317395,3.42616533001,0.870000515977,46.6044641443,10242.2883412
4.71596641259,1.18228439592,1.71594366553,1.00000003919,4.84766184299,1.16538166745,1.7333514772,1.26000059057,1.00000042324,5.58317855198,5.20606344936,1.02817155425,1.79841041137,1.05051401788,1.05114651,1.08083371637,1.10703637301,1.04344566867,7.86017595442,1.00000069823,1.00000050942,120.13050497,0.965767698413,1.99194346238,1.06970400577,3.30786277315,0.870000179829,37.3188721997,4835.87518947
2.35476684762,1.2229213987,1.41735350873,1.00000080025,4.28833778401,1.09245603252,3.50710160681,1.26000045884,1.000000106,5.06584845342,4.53776113646,1.07764157688,2.94898122885,1.06196862765,1.02611224129,1.28115409509,1.12516517783,1.09806210835,5.36771045164,1.00000085112,1.00000019298,120.161482849,0.91609638906,3.54924949026,0.995008489397,4.26180424996,0.870000262569,30.5457334419,7343.1961236
5.96778307702,1.39488401347,1.34550121085,1.00000096828,4.79422494092,1.14659733751,3.07649639991,1.26000033168,1.00000071493,5.09372003724,3.62463187329,1.0818185319,1.18355913368,1.0127850762,1.01767630799,1.07864885962,1.13150271672,0.967147687736,5.36182944675,1.00000032262,1.00000006651,109.48709345,0.938783552854,1.2783252307,0.975220901396,4.13477829787,0.870000974547,61.6347625324,23356.7996078
5.46589398009,1.20189862515,1.67194799301,1.00000037532,6.69097342645,1.1635603948,3.1398050301,1.26000008091,1.0000008994,5.44704141874,5.04817177305,1.09304563007,1.29768940558,1.01426281487,1.01014879547,1.20794093598,1.12599414,1.10284286898,4.06658299204,1.0000006599,1.00000022442,77.6276025844,1.07023376816,4.55611181756,1.02654941487,4.22264697156,0.870000248294,28.5934841086,3273.35836023
3.35150678196,1.20924695043,1.46937822725,1.00000068034,4.65873234583,1.0068047253,3.63942986922,1.26000099543,1.0000009378,5.72082943511,4.15806331794,1.07970615974,3.72017133941,1.02575813435,1.041334983,1.04018628943,1.0389170194,1.00739142792,5.59322063633,1.00000047228,1.00000073446,102.408272471,1.05087141991,2.84752509382,1.00291800465,4.32872449842,0.870000998267,20.3156308596,5576.2924132
4.86025046795,1.10490921475,1.7393135826,1.00000062306,6.17614565026,1.02026674782,2.81469097381,1.26000074342,1.00000079362,5.79676714457,7.08718280496,1.01232424473,3.64089951083,1.04622670931,1.07362611229,1.1518091881,1.02947055575,1.03967325799,7.07770100185,1.00000076949,1.00000097779,112.090752662,1.02252211364,2.06823450909,0.994105500705,3.98528155346,0.870000206131,31.3018115319,2695.03148363
4.98025828781,1.2583598516,1.6814876176,1.00000084167,4.41621696689,1.05040115338,2.44986483896,1.26000025648,1.00000028435,5.81820669977,6.37056804721,1.06693522607,2.77243682832,1.09607754315,1.0182646839,1.2281744335,1.12263498396,1.09616894633,3.78927610747,1.00000009335,1.00000084017,79.6116338049,1.07015500701,1.74913873532,0.969786864625,3.37804105335,0.870000010289,30.6676702553,3451.48703006
2.41161331147,1.22804014331,1.427445318,1.00000067904,5.59344316523,1.10882666156,1.68901462716,1.26000009439,1.00000048236,5.20150670271,6.17740386552,1.03871995223,3.88807968398,1.01757097518,1.01597871651,1.57803320677,1.07589786464,1.10771192195,4.71964219761,1.00000006302,1.00000050212,95.829354255,0.912311525926,4.11073198167,1.06067444711,3.66792316474,0.870000792143,21.7110878528,1741.61851185
4.97375221632,1.20137229722,1.4336652927,1.00000004185,7.01299493185,1.05184583434,3.95309492105,1.26000008773,1.00000038344,5.6686569902,5.54216178321,1.03639402816,1.7561796025,1.03498603225,1.07457599278,1.53855706174,1.12246283329,0.996101745499,6.3541893331,1.00000035997,1.00000060194,109.852042288,1.04223008067,1.07762205436,1.01032054989,3.38215435397,0.870000686671,26.7358668301,8102.47732689
3.97054287797,1.14588181138,1.63881734792,1.00000019434,5.14048094068,1.03553722424,3.15072598858,1.26000013696,1.00000087861,5.84252986017,6.59714151241,1.0716899402,2.39278319384,1.05672033972,1.07701160653,1.03146820663,1.135941654,1.01580595565,6.98952260836,1.00000082238,1.00000001922,108.250692065,0.980694217094,4.49804719905,0.957878745393,4.30408934991,0.870000508561,39.6963243822,1000.68151201
4.268766831,1.15350071094,1.60116149564,1.000000049,6.62359134498,1.09410490561,5.45199195198,1.26000026509,1.00000061053,5.65027588567,3.51577651924,1.00975286007,3.25234973204,1.1131396935,1.08480315927,1.03097922022,1.01600012299,0.956768122415,9.97111970988,1.00000002241,1.00000080246,92.2201844062,0.989674550295,1.55963290113,0.957570065916,3.94882824481,0.870000541328,21.7347141929,7390.19929424
