$aa,$sced,$cplx,$site,$resl,$acap,$etat,$rely,$Data,$prec,$pmat,$aexp,$flex,$pcon,$tool,$time,$stor,$docu,$b,$plex,$pcap,$kloc,$ltex,$pr,$ruse,$team,$pvol,>>Months,>>Defects
5.18962660789,1.29944872548,1.4816933596,0.90575368832,4.01739393553,0.754602341917,1.918859999,1.19456372748,0.902352687407,4.18609348358,4.03233324741,1.16790596676,3.48046251426,1.24396387974,0.936666778852,1.50229674026,1.02249277301,1.05764172154,8.35958557143,0.949876422362,0.857978913334,49.8053121036,0.961065527702,2.11287378442,1.21105831571,2.00236196881,1.23746917856,5368.61064289,34.5655822721
2.31233453262,1.16105489785,0.959680090129,1.18206775139,3.14817047171,0.889103763587,3.45189809453,1.08830347749,1.0321698971,3.03943965793,3.03420523621,1.1664546327,1.81527477122,1.03174302753,0.891421625338,1.17605250638,1.05262568483,0.971034740532,7.23711048992,1.01302509896,0.944681973336,362.078595548,1.04222919981,4.53471153953,1.07936873988,1.58434402758,1.05385054618,3361.68498144,31.9217025979
4.81005077826,1.33888309771,1.60367243759,0.968807760906,2.25251918746,0.838794732412,1.05673192696,1.11337535652,1.06224966194,1.58730023554,2.80649346654,1.04119244565,1.93463935125,1.26860096224,0.795386652655,1.02038129775,1.06081927656,0.877327149582,8.66112650976,1.14613562469,0.78150265722,53.6269654339,0.979674541829,3.37930289243,1.10470382888,3.13004811999,1.12548619435,3443.74902553,30.3621193233
5.07592286342,1.04383117941,1.11390204695,1.1668887783,2.69155973745,0.793197881125,2.45856737616,1.16167501189,1.06933650035,3.93199899506,3.0592796568,1.0627184107,2.14275971512,1.16969275435,0.94339331426,1.02387960297,1.11297233608,1.09610397583,9.1275065427,1.10403109082,0.937060186863,53.9824610668,0.993496839461,2.75014550326,1.16851240043,1.35745194896,1.22120616089,1545.92806476,44.4623902211
5.31509750045,1.09210930358,0.972309988156,0.871441103308,2.15082816444,0.851644270381,4.66118507476,1.01239029284,0.997124669102,3.20228343259,7.64830034417,1.05059838774,2.20842507425,1.27516929972,0.830078411458,1.37882684567,1.13132160768,1.21917875391,7.47069610652,1.16562591978,0.835804675101,15.0942030399,0.92795517054,3.69348327904,0.9634545291,1.62304017034,1.00301472032,3969.6586793,31.8970899473
2.1280572204,1.32995771335,0.996297714699,1.05605318852,2.08229706585,0.843914425563,5.07076751953,0.827804081688,0.944496544927,3.34035766489,3.9620486822,1.09093044737,2.98584562899,1.22260620227,1.06767091502,1.46848717281,1.04389463848,1.00506963946,3.69974088528,1.14279172508,0.963546149611,415.053099101,1.0289921118,1.02133599458,1.14378184308,5.05619296537,1.23810300243,1424.76337645,44.9112959541
3.44188248276,1.19978519385,0.861867900453,1.056521956,3.72539186855,1.12932830409,4.60005984905,0.911648007699,1.03790119148,3.16771008811,3.08040633395,0.874212044282,4.93538706147,0.964021345736,1.00206484945,1.22313001411,1.05006473297,1.07221976287,6.79690860601,0.931046873561,0.921936690164,49.3661267396,0.868793498812,5.02407289116,1.07419684472,2.56947354018,1.20714318628,1296.62074309,32.2216151417
4.36619633243,1.0722686289,0.768272055293,0.955873803428,6.78495968859,1.07683102256,4.62402166438,0.874787324177,0.923201344298,4.70600244075,5.3766540484,0.913853646895,2.34682402973,0.956814903179,0.842175998568,1.15454308877,1.06850801104,0.961588476885,8.95959796124,1.15822545695,0.934870448155,214.367691364,0.92882097235,1.92825707225,0.978814219781,4.64161546874,1.25644041184,5474.81196179,65.6865534431
4.68625057601,1.21678334063,1.61768979136,0.909891054156,6.11272122407,0.818000515282,3.39080906167,0.97396894879,0.965691848127,1.68273491098,6.7186028694,1.06897191177,1.53654517463,1.26975124766,0.785320385875,1.13762596063,1.13348250832,0.980787048284,8.80464707815,0.920167547551,0.863784573404,188.287011829,1.18314567816,4.67481051976,0.972493690678,3.64821427993,0.953988303334,2464.53997215,55.7853429001
5.33125824167,1.13632626397,1.59630870304,1.02715002468,2.10130508496,1.00680591442,2.1174506909,0.881370208624,0.993790663725,1.65033275289,6.32249107376,1.12777862923,2.16762947159,1.19505118932,0.918668560253,1.60232197119,1.12053971728,1.00900761304,4.3932837478,0.958929419332,0.792951760695,174.54660412,1.1573359103,2.41495385968,1.23229639875,5.09925424273,0.897213086201,2002.83110407,50.4934054587
