$Culture,$Criticality,$Criticality Modifier,$Initial Known,$Inter-Dependency,$Dynamism,$Size,$Plan,$Team Size,>>Cost,>>Score,>>Idle
0.526832957572,1.14494534414,7.09640719787,0.260353312711,17.1391730946,46.2249030083,3.71156089235,3.82711171269,31.7213641021,1649.98012816,0.559423232957,0.41564792176
0.806561227955,1.21227365108,2.41836658543,0.442175963552,38.8708298071,41.7135040793,3.93671349515,0.600220804167,38.1108962388,530.540641812,0.602304724407,0.210247349823
0.828649212677,1.05070243096,5.42870909169,0.23122758168,48.9954604798,44.5152990755,3.59091764807,2.67444036725,26.3827012727,1058.43834583,0.580293178258,0.463186077644
0.6750535891,0.996955607575,5.79802018589,0.430878057557,45.7847423874,46.3153242214,2.71061914919,0.778486652226,42.3448582304,889.523876053,0.648948395614,0.0
0.684944190624,1.08947193531,7.45620839366,0.201798348571,35.9104452704,42.5272337042,3.23264764559,0.894943394538,27.9310116392,1560.02284804,0.678983889593,0.464205816555
0.69183141981,1.16989625481,5.91928120423,0.202034802808,16.4504445695,43.7881561382,2.87873431063,0.797303431215,37.2398369715,1001.53664838,0.596369115426,0.137142857143
0.703774820895,0.923577831937,3.59300257859,0.493771437898,49.2228343825,41.9125730353,3.19225332431,1.28899450473,38.7814839498,647.437236756,0.568507429116,0.0215827338129
0.870306881346,0.884352416017,4.61420865747,0.44514974668,12.1301755416,40.3524693969,2.03783516648,4.08612983694,39.2843074992,613.468206589,0.583657173515,0.25
0.665458608349,0.826681434441,5.01288155368,0.202485838562,43.5177434489,49.9268113728,3.92286031621,1.67101730299,43.4032294852,664.614586941,0.557986940991,0.164502164502
0.8215061905,1.10714570331,2.69496604074,0.254936632123,13.4282805266,49.6091311798,3.83016017895,1.87301339918,25.6311928908,605.375832617,0.48172873309,0.645098039216
0.782180424394,0.951699381397,7.64022622805,0.450016005393,44.6211641404,48.3321011018,3.77578014219,2.63992557203,36.3411358427,1317.54285288,0.57532794939,0.350746268657
0.650883560161,1.2505640479,3.92701925784,0.380926257452,32.8207921163,42.7687282686,3.37178504939,0.277565641811,24.8810828185,947.752119424,0.566545097854,0.10067114094
0.804025626541,1.05267892141,4.00439408731,0.242492844789,49.0188114759,49.9484269953,2.92952007335,3.30245169148,35.1625231072,555.887401825,0.605619267101,0.468152866242
0.654478884025,0.910468116729,5.7589195146,0.329576345788,9.05034543186,42.0270695921,3.54897491754,2.58021055606,23.8048155936,859.084763668,0.542674162814,0.287456445993
0.628025082245,1.10176988533,2.29880374739,0.434519183973,6.31979860447,46.3521066685,3.21337936691,4.97194697575,27.1274508592,466.378739891,0.567611971226,0.105263157895
