$Culture,$Criticality,$Criticality Modifier,$Initial Known,$Inter-Dependency,$Dynamism,$Size,$Plan,$Team Size,>>Cost,>>Score,>>Idle
0.532916544606,0.919614858292,93.1844595493,0.585091094363,83.4666865927,16.3973696679,1.09108472841,3.89199285908,11.8536113262,5536.38150296,0.2649768856,0.0
0.129980720035,1.09764481418,86.8629263794,0.697958054889,97.1882192898,23.4260988379,1.25362857364,3.27586941823,10.157061125,10529.928259,0.17975180974,0.3
0.109557654222,0.849767807687,87.1683518861,0.645728531238,7.93780544883,41.0103837323,1.53676682066,4.61208776811,2.37456747018,2925.93339451,0.296202118155,0.319444444444
0.224320384996,1.11556927245,89.7441990732,0.685499700423,63.9843396693,24.5994889667,1.05026867366,4.25518747049,12.5619916349,11797.3058969,0.349295012041,0.0877192982456
0.285319278078,1.0609941073,90.7334604211,0.681025980706,64.9059414788,29.4872182911,1.37852612377,0.710030992909,14.4809682447,10516.1232903,0.397898324622,0.327272727273
0.388650376382,0.901313584001,87.798717703,0.508012756303,88.9526796763,48.2698386333,1.51780860619,4.40317763654,8.60105654894,4697.98196543,0.569803958722,0.440677966102
0.469850227965,1.2292165091,90.4426543686,0.544936087558,46.3293762431,19.931452905,1.64104574365,2.92964988466,4.22339990575,29626.584507,0.397852982253,0.294117647059
0.344761704258,1.04611503532,89.0905668029,0.678040832936,5.94625747446,4.08328456621,1.90817461696,3.0580107507,9.7477311466,10317.5195272,0.121370232,0.472222222222
0.391810075114,0.927197511867,85.6365809642,0.595400903709,19.1759600655,47.1954981823,1.35503104243,2.90020078294,17.1162295059,7078.57107617,0.497857532438,0.0
0.155672431219,0.902962408471,94.825684203,0.626802520628,5.84092619159,40.2621619039,1.6064579199,0.270866827443,17.0928103283,6652.61669856,0.362992379966,0.0434782608696
0.491559788227,1.07575136344,81.5890442749,0.479075362366,27.5022126278,37.7661107266,0.22197280409,0.620704406201,19.1371663199,6160.15407291,0.376212542095,0.0
0.623824965019,1.1167690795,83.0518284681,0.440020830017,5.31323805623,6.75653403772,0.0379574779131,3.98275166079,10.8635800923,8968.72035132,0.275562939814,0.588235294118
0.278860750215,0.849144691698,81.248372176,0.687227937484,66.0294102061,11.8052565282,1.11727967937,4.70120411424,1.35735206905,2495.68792453,0.102039677866,0.0
0.19527224691,1.02447378689,83.9690084162,0.633126492152,12.9834893082,49.9989261186,1.89392051545,2.86983656492,12.2132410398,9580.23590551,0.328682981368,0.0
0.730929332823,0.885250198024,81.8938006791,0.551039597427,78.4797518693,6.3018064983,0.153016512074,1.75681422692,1.17535334083,1558.09243859,0.173563960675,0.727272727273
0.849808719669,0.834781967199,80.8484624039,0.496039293627,35.9114132247,10.2217143491,1.34624684205,2.74438851891,10.6703118961,3245.11891958,0.478536936135,0.408450704225
0.216392296423,0.84488365831,84.6574562061,0.596038936758,50.4086230494,39.6993930625,1.46015154161,3.79432139211,18.0213810032,3484.45211349,0.354922022848,0.2625
0.800191180082,0.919395196083,81.6073999353,0.551900442737,58.951872503,37.0313676116,1.24452355598,3.85048442238,5.01577226339,4398.27626544,0.510823736817,0.5625
0.187928509536,1.21024509396,87.9016024144,0.454998100054,42.1166035047,46.3019483339,0.57134966201,2.22345198389,18.0415348931,8536.00846587,0.340738987285,0.0
0.352243582598,1.25012225387,81.3656767765,0.437368334135,20.1253586772,4.01860523496,1.09166328531,0.351517503612,11.1731567323,25682.8058931,0.0823647065922,0.0967741935484
0.268502362023,1.0460712366,92.1774712614,0.543351202254,83.2957649776,47.6445929152,0.45568882394,0.862326816075,4.81615916621,5459.02026838,0.701128740259,0.0
0.497093231326,1.01838179037,86.7560118002,0.493571520726,26.6917686726,8.03282387075,0.930756801426,1.44291826437,9.53813178457,5409.15833774,0.243222289369,0.0
0.569232850449,1.19248702505,82.7588577644,0.687272382416,47.1228438569,26.2292384481,1.44089442728,2.52565401099,1.97498679419,21684.7760607,0.333258727275,0.0
0.648547309642,0.965452475072,80.1808436289,0.431159846614,49.532441489,6.76632007964,0.393306706182,0.780542416114,14.0972881762,4600.32313062,0.306647044654,0.2
0.141153112005,0.835738576783,84.3698769317,0.571997675973,10.3307231686,48.2228540465,1.82806958829,2.36620308627,12.0592203078,3055.84137077,0.237204260388,0.0
0.498217334953,1.12450908919,86.5693391903,0.62142439714,33.0381091334,45.9582427779,0.188462503719,3.47526471954,19.0663867236,11346.5742933,0.496171684011,0.333333333333
0.368976961535,1.00324772627,88.9610689528,0.466214581641,41.9576758071,33.7804208116,0.6697532155,0.452982515904,4.44476303209,6047.92811024,0.344435044083,0.25
0.700141324721,1.14972868422,81.1961520054,0.675210727927,84.686553275,33.7819069567,1.36877488812,3.84956426799,12.7823370418,12122.5660916,0.498807393832,0.0
0.636665740947,1.04292450804,81.8295301815,0.662362312828,50.7500935232,44.9284121962,0.997748333461,1.18637737317,4.63778070608,6818.67371224,0.548202330222,0.285714285714
