$aa,$sced,$cplx,$site,$resl,$acap,$etat,$rely,$Data,$prec,$pmat,$aexp,$flex,$pcon,$tool,$time,$stor,$docu,$b,$plex,$pcap,$kloc,$ltex,$pr,$ruse,$team,$pvol,>>Defects,>>Risks
4.43931583579,1.20284268405,0.768162079202,0.939450200325,3.80986989731,0.832834754624,4.72411519117,0.946652868683,0.939317038852,2.59172593991,6.13641679952,0.926846655638,3.52998287321,0.984432040627,1.09000000895,1.05374966977,1.01902094382,1.11096093927,6.1200166081,0.920294795229,0.869403429321,150.880932178,1.09835990702,3.14798532456,1.23010356894,1.44696055495,1.24329761512,7597.38729764,3.21715817694
1.85804330378,1.34604755644,1.09114395974,1.18648986724,3.93667088065,0.775040522145,3.10391439854,0.968895968031,0.963529495346,4.94824154485,2.14313438079,1.08248331497,4.62538182344,1.00699197829,1.09000066431,1.10360046556,1.01575139636,1.08072334504,8.61295231568,0.966704450409,0.988292319673,292.139759684,1.17849245718,2.29452296485,1.17641839157,5.14833624863,1.08936014558,11859.8932768,0.804289544236
1.64900364422,1.37823306417,1.11821371604,1.02675185035,2.62273127746,0.860711507659,5.35246368975,1.03119362359,0.978412341427,2.32085331269,5.10828798622,1.06116644294,4.93402378541,1.02721865271,1.09000009512,1.04378527783,1.01741814336,0.978967404438,3.5281804524,1.0270221811,0.927746737736,41.4772348552,1.1453668417,5.42512885098,1.03596784004,4.94450884166,1.1983027392,10504.8043367,5.8981233244
1.54442277058,1.11778669857,0.74606206008,1.09678179766,5.13504618399,0.729082073684,5.17891238385,1.05356867999,0.903240448796,3.10611138425,2.7257849169,0.831082402052,3.42114158927,0.923058642782,1.09000036806,1.06189293405,1.03826990241,1.13544843027,9.51437652169,0.985768533959,0.900548741013,278.310968213,1.06357872374,4.18473011681,0.971127022591,3.60228663051,0.925401741431,38072.4929492,4.28954423592
5.4678338273,1.13572165236,0.836892349925,1.20269391613,1.95353646548,0.744604023576,2.66043052403,1.01186216341,0.946770562259,4.23056843149,3.41330259153,1.02323376766,1.1845792115,0.946201392839,1.09000064146,1.03781967441,1.01577679624,1.05896866969,5.78151717434,1.08412160557,0.820905815558,374.057101099,1.02373854266,2.89378963258,1.05345418745,4.75162605962,1.12113267957,53050.7000863,2.41286863271
2.91387302406,1.21603806955,0.936206297509,1.13521773407,3.61255241421,0.732652901817,4.51100097625,0.975240959454,0.94012219245,2.92385649059,7.49451341959,0.831154364173,3.06637527656,0.920761898295,1.09000088968,1.00659945097,1.03618215832,1.12380953877,4.83804497322,1.04882581395,0.863983700157,83.7985820238,1.11506451177,2.78895662765,1.04019930471,3.31712540794,1.12494198672,18422.2887936,0.0
2.44727668339,1.37885435497,0.858870405126,1.05684302504,1.68602191716,0.741864789615,3.33859618213,0.947224780211,0.913058707415,3.70051334494,4.41834094676,0.980861039004,3.13812801629,1.03472307046,1.0900007445,1.10294188852,1.00201809131,0.839520657763,4.03722183039,0.92786817511,0.986943335906,40.2355087223,1.12762053679,4.99048266187,1.04883506279,2.44805040059,1.0278745626,3658.7168407,4.55764075067
2.88434291852,1.39497046797,0.80181315378,0.865057666644,5.54733785634,0.956017513284,3.86371196276,0.905466035607,0.930382397395,4.57731337509,3.73562806544,1.00955543192,1.49144391755,0.896987326984,1.09000005802,1.03361610483,1.02684943863,0.961649777852,5.85890566252,0.941354517686,0.925834429905,117.634732741,1.09597164835,2.74973709058,1.12576297085,4.96908330015,1.18211534752,13690.8946195,4.02144772118
1.95328642082,1.14556454006,0.939712679032,1.18737837845,4.12842301587,0.853331929535,2.24936262496,0.991353613357,0.997106012599,3.85353102819,6.85657288738,0.909917632392,2.98853697832,1.18471952725,1.09000022841,1.00443273296,1.04409859813,0.970761571798,9.03495278063,0.923887403385,0.943740379781,44.3653779003,0.923242170203,1.54931848756,1.16250609767,4.14676794377,0.997752520728,5196.52296975,0.268096514745
5.08055109622,1.38900197317,0.783503239451,0.899554315873,2.61126421832,0.984557220235,2.4928356924,1.0497778735,0.911381182079,5.38174280449,4.60742809316,0.93395792214,2.55643868967,1.12481657828,1.09000061078,1.02326483138,1.02104887287,1.15134126201,8.76402583119,1.00569034068,0.955716346923,236.129149373,1.07225483846,4.40989630467,0.997364693343,3.94137588094,1.0554608659,8723.51092568,1.60857908847
