$aa,$sced,$cplx,$site,$resl,$acap,$etat,$rely,$Data,$prec,$pmat,$aexp,$flex,$pcon,$tool,$time,$stor,$docu,$b,$plex,$pcap,$kloc,$ltex,$pr,$ruse,$team,$pvol,>>Effort,>>Months
5.2876430504,1.00000086674,1.12139442207,1.00249104601,7.05319271496,0.792957785038,3.76129554109,1.17376340682,0.953261430072,2.24600166655,4.74314459919,1.05018003102,1.14013644184,0.950457940503,1.09000038506,1.00350599872,1.01507228839,0.973897069287,9.04477438011,1.0555069089,0.966210068072,273.483142233,1.03649985964,4.12451606992,1.19824346144,2.42405138511,0.910957537172,1857.01933195,49.1608964014
5.46440413081,1.00000013318,1.0263336819,0.865256573557,6.9166271576,0.957889154895,3.30743059861,1.07196846942,0.902365063929,5.7414910181,5.60520487132,1.04585419707,2.17028202548,1.27816580676,1.09000080843,1.10069751818,1.00057890638,1.01214066093,6.87222643404,1.07989248899,0.948360729818,788.875411322,1.00235396547,4.38443114367,1.00953950432,4.77546956559,0.916901614129,1621.41279263,24.2240808242
3.58185705969,1.00000023365,1.17773453451,0.851346831612,7.01444108199,0.787262202714,2.46119967112,1.07286290972,0.956129048068,2.01269532965,5.74679028105,0.856775128638,1.54658820933,1.00577693661,1.09000061799,1.00550111743,1.03473023313,0.937186782964,8.6157498804,1.1420470926,0.830457511374,83.9519485514,1.16710094032,1.06644407147,1.15804253535,1.18149365689,1.2940915925,3190.53881108,37.1770821091
3.64259970623,1.00000028349,1.24593915633,0.847668057349,6.72916077359,0.721651639012,2.08117026083,1.1794270428,0.957622532194,3.26304480074,4.6957548851,0.914955341597,1.35163735357,0.850942349245,1.09000061551,1.09941515084,1.00951623426,0.835443089441,6.86008371422,1.18213237976,0.765937721816,887.92193005,1.19383018278,2.6612984936,1.214548975,3.90085057299,0.934086433813,1011.65893242,43.0730891811
2.33566962083,1.00000039337,1.34393345502,1.12911720252,6.09248666359,0.998262040502,2.19246427874,1.14069699495,0.95782189097,1.51689362611,5.52024497841,1.02129790657,4.86235171887,1.13849495596,1.09000007025,1.02585578011,1.04166601788,1.20989374262,6.48462190631,0.925862407133,0.893670039235,207.022330539,0.967062528664,4.27792547216,1.15809671851,3.52906731775,0.993306157628,501.348308598,24.9043596405
1.02092278849,1.00000059607,1.11090047031,1.04462009689,4.00401822874,0.942848998171,1.99214148531,1.0019008995,0.908630308157,4.71363389946,5.53264432355,0.843616919111,2.96847595064,1.2166989279,1.0900003394,1.09374432191,1.02289497939,1.01771643128,5.79613016781,1.0305827152,0.967857814784,197.531994401,1.19311839817,4.46890586855,1.03710778603,3.06060625304,1.2998791699,1424.58881261,22.8994634739
1.46910957922,1.000000682,1.33553773606,0.82078970459,4.97290554726,0.881053981064,1.64328125846,1.19151605122,0.913306686026,3.49379489611,5.45583676123,1.06618817037,1.85604081939,1.21061629375,1.09000095824,1.03479699042,1.01303983732,1.01435715543,4.93657506667,1.18188251085,0.794385456716,136.91428255,1.11002762874,5.31332219858,1.05963048286,5.21968091181,1.22289940596,155.832336151,24.1097163319
4.18206433578,1.00000077388,1.23820910592,0.809941707847,6.09021744143,0.908750141723,4.96320998538,1.05739905181,0.957245258864,4.32079529171,5.36082962939,0.895363617685,2.65498794056,0.899041358348,1.09000035817,1.02445979237,1.01623904847,0.839188052535,7.58001357406,1.13564214654,0.837901814143,263.552791072,1.12395933388,5.37647684033,1.05386533444,1.04280145589,1.28168534981,4060.30730256,37.7799156285
2.21020306115,1.00000099937,1.45568517668,1.17059894709,2.27641960438,0.738694779128,3.16578932996,1.15957247049,0.903107939154,3.91464287943,6.07881032302,0.956901067524,1.57869309594,1.07497908247,1.09000062852,1.0529809601,1.02717803949,1.01515221532,9.90056390424,1.10299917704,0.935255175287,116.848350607,0.968693371471,4.00228540598,1.05905903555,3.57501932768,1.11689289924,238.623925316,19.4603571035
4.7810662754,1.00000063187,1.17208167525,0.939810830668,5.62746598637,0.72689656023,3.25392543423,1.19305322514,0.967269171764,5.88722185803,5.6807888287,1.09709575545,4.96336824055,1.03800004254,1.09000008628,1.05415045694,1.00275157976,0.922854970703,4.27012057116,0.959561304623,0.974619646766,781.957046384,1.0208308086,1.63081045251,1.07653511517,3.39011162026,1.0325575374,5665.19648011,43.1680991975
