$aa,$sced,$cplx,$site,$resl,$acap,$etat,$rely,$Data,$prec,$pmat,$aexp,$flex,$pcon,$tool,$time,$stor,$docu,$b,$plex,$pcap,$kloc,$ltex,$pr,$ruse,$team,$pvol,>>Defects,>>Risks
3.85505325561,1.21371717509,1.41817042113,1.0000004536,6.13527421103,1.17601482932,2.03980343666,1.26000001017,1.00000092446,5.39607911162,4.85182840111,1.07108016753,1.4706418347,1.0185593959,1.0729276748,1.41503104678,1.02109910631,0.965444077704,6.68305729269,1.0000000809,1.00000071644,75.0482429084,1.03543425382,1.0948213222,1.05657457497,3.53994836491,0.870000414939,1427.72071745,24.1397617279
1.90551103291,1.41333885451,1.52744503504,1.00000091842,6.36893025143,1.17983948806,1.9895599832,1.26000085779,1.00000033427,5.19494650249,7.67732099193,1.03503647235,1.37165252398,1.02321602779,1.0783271255,1.07859055694,1.02885532527,1.02412902324,8.55225100952,1.00000078097,1.00000018961,114.706005474,0.995530263959,3.9180410305,0.962583997059,3.38033161728,0.870000288721,8727.28009191,41.2317239654
5.2055314548,1.07011371542,1.50108105701,1.0000001004,4.52401229109,1.09215594245,1.27118452344,1.26000071503,1.00000075264,5.83124121457,3.96226897354,1.04720560719,3.08225373917,1.06426842381,1.03780092375,1.25909473112,1.05949190209,1.09961555704,9.39406859344,1.00000037235,1.00000082814,122.44454981,1.07995611725,5.6516670414,1.04234343492,4.28081171548,0.870000699119,6816.62982727,55.5889347738
1.97297653518,1.19547317783,1.56580686738,1.00000060173,6.30907688068,1.13487405947,1.3121371675,1.26000010343,1.00000047629,5.84040427506,5.11041533285,1.08053631931,3.26658187132,1.06696506966,1.03702728842,1.43721245127,1.14964243863,1.06048374633,9.18701003897,1.00000092636,1.0000006856,116.725903417,0.930351014824,3.35169781974,0.983694312245,3.53626115359,0.870000204647,1664.280758,46.6502487177
4.94776031791,1.30663727847,1.36998958354,1.00000043083,6.49959787574,1.13240862573,5.86871629693,1.2600007108,1.00000093929,5.82557521345,5.33361413188,1.01783932611,3.0878529386,1.11821201026,1.0740540196,1.45326449693,1.11161031266,0.91041254533,5.8141517504,1.00000006046,1.00000068049,114.852175889,1.0398478492,4.3034526196,1.0062510282,4.18732435019,0.870000272807,2130.27863907,30.4665127385
1.92210445643,1.06611473549,1.40859030745,1.00000069313,5.17091768827,1.16414371748,2.76327150207,1.2600005775,1.00000071794,4.96629808046,4.05028559615,1.0188860407,3.92190840539,1.0148360931,1.06137779354,1.36034820112,1.08473439267,0.942707632723,8.54240700334,1.00000071056,1.00000022731,89.437334194,0.958083992296,2.55624241875,1.0598505051,3.86481250625,0.87000010999,1040.20591969,30.4176238579
5.01807941403,1.17405647189,1.72412807081,1.00000084806,5.29080826853,1.16281292285,1.93395051746,1.26000061083,1.00000003165,5.87541725051,6.11787113941,1.01038488952,1.04131625576,1.05388260324,1.01019839076,1.42713605529,1.07441932467,1.03155053336,4.33103758404,1.00000072282,1.00000037632,119.609476151,0.915839703094,3.33232046271,0.980204352913,4.07195056858,0.870000965851,4197.49369772,31.9694502688
4.62359215317,1.15576731376,1.57258329239,1.00000047792,6.3655286521,1.16239623365,2.41901738937,1.26000097422,1.00000068695,5.54290686484,4.69813660665,1.05997546453,2.74313464575,1.06941532551,1.02052358154,1.12257548422,1.08687835109,0.981872455014,3.68944699122,1.0000006804,1.00000017755,78.527514746,0.950308716854,2.65715354351,1.03852390969,3.37373237096,0.870000796636,872.706746909,40.6481817042
1.41195282886,1.26387542471,1.51942664385,1.00000003492,6.63334934512,1.10436052374,5.00226898881,1.26000088559,1.00000089354,5.30291479347,4.11396182259,1.09659564892,3.93055404929,1.10759871593,1.08814588764,1.15837122856,1.04476179924,1.06281085739,7.20867094948,1.00000068391,1.00000017801,92.013832071,1.01407611085,5.15649242871,1.04345638373,3.57023298212,0.870000749361,918.597985776,38.8282752869
1.45004645076,1.23161382928,1.47010970223,1.00000099155,5.87766417873,1.15559401538,4.15609648349,1.26000025051,1.00000014083,5.56912395499,3.25553278961,1.01591329137,1.47325762368,1.00346142386,1.06359390038,1.53652922798,1.1299223988,1.02452257616,3.77319281401,1.00000077634,1.00000005034,111.524918007,1.03725011137,3.94791638552,0.975815946751,4.07643226702,0.870000496826,3191.32379103,43.3769652211
