$Culture,$Criticality,$Criticality Modifier,$Initial Known,$Inter-Dependency,$Dynamism,$Size,$Plan,$Team Size,>>Cost,>>Score
0.74385197686,0.9638734976,3.01658809625,0.537020168154,77.5986074671,21.9229650709,0.460812027766,4.13795163258,6.55728186123,166.118808442,0.433781415462
0.108076531662,1.09540425475,6.01067493548,0.514457096544,90.8677840241,23.7601575709,2.95822602385,0.328501481186,1.62155786525,733.2065587,0.182629093413
0.690549196147,1.0798125339,3.64897025313,0.663337158271,38.0262313687,39.8291915199,3.3244319562,3.4259079317,34.59641624,746.363621698,0.525691956882
0.1911140129,1.01945861556,8.78039965863,0.537899926949,31.572760331,40.4440399381,2.72655285623,0.0905152109542,7.55473899442,917.054843516,0.389678967051
0.40521553007,0.826937098472,8.73797554211,0.679565449201,12.5791913183,13.4174175708,1.82753305927,3.08047306157,37.2954852535,517.370752558,0.252251512263
0.471754254976,0.823074635718,8.23846982333,0.51200854796,32.4948374986,44.5837505041,3.14409333034,4.94738878778,16.3640239752,936.028088379,0.523763766636
0.890932105102,0.93745227664,8.83436888124,0.656574038113,85.94775584,44.2863295718,3.88232045534,2.55814506932,39.8256438754,1688.25002625,0.576526745422
0.526895257071,1.06928274772,4.21760002544,0.632271000906,62.5037295056,6.7325589842,1.78700033441,0.854511897151,13.1334604952,333.278413272,0.243543707337
0.522100809867,0.942200418366,2.77682300876,0.536157711034,65.5010748102,22.3872332271,2.44850913624,0.882431659802,16.0553663588,396.115486487,0.417616298242
0.282124475074,0.878361372366,2.15157002921,0.514669556119,5.3632758794,33.4862101242,3.54008404138,4.61590165743,1.60726627255,244.694280376,0.368045365528
0.291179206615,1.17528798639,6.42334731305,0.593765886474,18.4429964694,3.81603424608,0.598614454596,1.18822752976,29.5594691284,660.982458947,0.107001407222
0.109706116113,0.831474515272,2.57080386907,0.506594320052,88.3097263008,38.2841059242,1.24438914618,1.71088975254,32.9732867799,228.859859033,0.160267829561
0.621546587392,0.973791153151,5.83434098615,0.624540804569,56.9365916984,12.8597080951,0.0475624114996,1.20519176198,25.779525983,474.969513917,0.175354267786
0.44177428504,1.04949063833,5.66995242789,0.497885192323,31.089537216,34.7979145646,2.43161040543,2.60295947387,24.6452362878,864.037918295,0.470311483553
0.574359827014,1.03543698242,5.15608342309,0.595316928981,6.82246255286,34.0387346363,2.72364055021,0.482019019584,12.5620717836,677.656998759,0.454398086485
0.27210790521,0.876934462932,7.41895383301,0.652005828288,38.3350060858,9.72781032046,0.676489206394,1.74627698508,26.3348849946,330.421730382,0.100960865212
0.776706280301,0.928826337549,4.85328369369,0.640421917483,79.6208606093,19.2683929867,3.89752066333,4.68345122209,3.57924835223,596.553468922,0.476804260355
0.322879433348,1.05382125487,4.38267858555,0.543812486251,21.1157573761,17.6095448041,2.17068863059,0.829271639366,6.00733062426,527.058867954,0.300488644329
0.673904292063,1.02129069812,9.86159345359,0.559218424702,45.5296473517,11.9166137494,2.16065671406,0.557470702622,42.6677823644,1901.8280531,0.317853840784
0.89849504759,1.09449717655,5.4725388246,0.595696328646,62.9663921783,15.4855495259,0.305392988412,1.13025842941,17.0199213047,336.007838134,0.434981349774
0.754817916083,0.931738594435,4.69082514589,0.689351476932,98.975287929,33.8991497978,0.0885808084616,1.6534316635,2.91312424855,189.374636329,0.58957528905
0.14652502367,0.951241804838,9.3824035054,0.659820400364,34.1863927514,15.7623888026,0.835344265715,3.94344032243,7.81622847953,332.170832658,0.205984014936
0.802399326716,1.06599159781,9.42596792066,0.578761108348,5.43135121108,2.86684168874,3.69271620699,0.590891110359,43.4143350758,2119.94221129,0.231218724339
0.855851640586,1.13116277074,2.60402689302,0.448465285853,86.7694081661,25.9995812802,2.69446778353,3.0619877696,30.6353408966,471.006205662,0.533209282075
0.466804618502,0.998847647761,2.33073894435,0.587183244271,48.8393191912,42.2101026461,3.93116824563,0.596553641415,33.1990112261,443.025534889,0.561443036427
0.424993772482,1.09644427882,9.24059428064,0.448669212609,1.38996135661,14.1481124065,0.374474752974,1.87307309214,14.0739356906,865.794116311,0.316308859192
0.410000363562,0.873167246081,7.9556872814,0.555812610169,87.6952979361,21.9260100202,3.99092854222,2.14467694853,41.1852335178,1190.63179938,0.378044913035
0.545213415817,0.881309900524,8.99934302782,0.500877773865,34.9328647752,24.1206255077,2.64701450346,2.89232042157,33.6738277849,982.512733728,0.406414365404
0.291354409025,0.884188715625,4.15871257023,0.682408927976,3.90273100173,24.5546903385,1.67733146963,4.59905825535,28.4074918964,391.132121968,0.411825413479
0.184784127195,0.875647452754,9.11151862969,0.608080439082,4.55857021499,33.5969576543,3.77544687774,2.38419395672,20.5465200557,1099.80667368,0.332229125656
0.130379464799,0.890351421809,5.85171111882,0.572488795491,23.2064931437,33.2687927814,1.5230794553,4.24341038544,19.4342953299,455.946606685,0.152217722148
