$aa,$sced,$cplx,$site,$resl,$acap,$etat,$rely,$Data,$prec,$pmat,$aexp,$flex,$pcon,$tool,$time,$stor,$docu,$b,$plex,$pcap,$kloc,$ltex,$pr,$ruse,$team,$pvol,>>Months,>>Defects
5.92109875705,1.00000029497,1.18950830379,0.905996995576,4.89192505419,0.806539995523,3.41926275759,1.08471383937,0.954078698472,5.27982916599,5.35588129711,0.823269994174,1.71825855264,0.91506887624,1.09000033267,1.03703248574,1.00929257764,1.1342060705,4.50477175134,0.974096693815,0.797734069785,646.104052889,1.08327341824,2.65015986367,1.03591274858,2.28718285791,1.03511978605,763.084726516,22.8184361756
3.86413986616,1.00000035153,1.00066662506,1.15353923603,4.62487043997,0.986089353659,4.44017349117,1.24686654988,0.924340897658,3.18170405169,5.94386799781,1.20951879174,1.93041850067,0.877466343937,1.09000066765,1.03531336219,1.02494916929,0.914292462935,8.07240203098,1.18342038192,0.897103009966,918.87920652,1.08709940504,1.23582815399,1.05049348569,2.80028671735,1.20444098968,2863.62096586,35.7545163536
5.62401218127,1.00000022882,1.31412749833,0.96351630808,2.62698221465,0.77410505908,4.31958057438,1.14067609339,0.907565434916,2.55802692733,5.82962499757,0.914722793693,4.60039423743,1.0186168983,1.09000099855,1.04760810661,1.02290478198,0.974986184425,6.23075170938,1.17302296723,0.836884583018,301.757206552,1.07366656097,4.56404452892,0.995506291064,2.32047314068,0.963258722229,3251.717219,34.2852782556
3.69909271368,1.00000008446,1.64886754622,0.978208677453,2.47554175578,0.888421465393,3.14530118981,1.11859005713,0.924389246311,2.22802849467,4.99997232614,0.811354472449,3.11224378449,0.957798478881,1.09000039539,1.06403985242,1.04489867612,0.936903657533,3.24282371987,1.02183381651,0.771589460631,553.195485837,1.06583811912,1.05000825282,1.03453358073,3.69653923171,1.10294480826,1747.26077495,49.8271224914
3.64410919518,1.00000045142,1.3560699511,1.08947202177,5.18570454599,0.938401861516,3.31790404925,1.24203222302,0.99974652501,3.68733450736,6.23422325691,0.971513602872,3.17334405642,0.844323882044,1.09000024912,1.02844096371,1.03425922526,1.17520716587,8.86528305461,0.946743200556,0.899947487128,69.839359924,1.07504667449,1.73209665522,1.22404572177,4.82826789834,1.26153791499,933.002528406,25.2444599932
5.13871635306,1.00000006539,1.72581404441,1.215967229,2.3104936053,0.882426843996,5.40793374676,1.12173777292,0.92123200263,3.34070577087,5.44789924236,1.04472611455,3.96525108217,1.04736968189,1.09000023368,1.02054799868,1.04389460272,1.11124600323,8.96539952502,1.1176618167,0.916525839816,799.885035738,0.960823386676,2.22025809253,1.04435284419,4.81709130718,0.927473404758,2273.27198533,27.3620778498
1.98935471858,1.00000074113,1.50542513456,1.16073273843,3.2858018393,0.712990921599,4.77199723605,1.16999137028,0.917593338585,2.25558863384,5.4380605604,1.06330885098,2.74571058597,1.03455367807,1.09000078039,1.05314914046,1.02834239909,1.15016395884,6.82567139432,1.01786201973,0.836993278433,525.573627403,0.917332306743,5.22344484239,1.11884432233,1.34196331551,1.19263586655,842.150299913,38.1636203862
4.57029200436,1.00000067293,1.19100188409,1.20421134672,6.52542989216,0.758207738174,1.78475159695,1.13055182197,0.97849369788,4.32216437674,5.58624718907,0.850260293232,3.96368695895,0.883728832668,1.09000072386,1.01239407404,1.03135164863,1.15820865354,7.40657015101,1.17292087327,0.984675102756,70.8393996689,0.983702166803,4.91380611242,1.19549098892,4.16940846517,1.09590820662,1034.20110079,26.3497033183
5.75471515327,1.00000016844,1.54200609638,1.06333564258,3.13505683472,0.769335844831,5.56101622293,1.15166686061,0.950176309502,5.35056037913,4.68959392786,0.857291282598,1.81359461297,1.18532034583,1.09000084803,1.00472447225,1.02334279601,1.05961733153,3.10871885497,1.14876816058,0.965970255533,141.345300751,1.03585747446,1.72835173374,1.14512022098,3.07170794157,1.03410468057,352.955621035,17.5664480589
5.18152207884,1.00000063224,1.72998260605,1.03121233791,4.21089738138,0.713754540611,4.99103471515,1.23428099676,0.992634635971,2.34827197423,5.59144165958,1.08277116358,2.85302787373,1.11046032942,1.09000000827,1.09164766273,1.03982830491,1.10782748523,7.79844374813,1.03563133511,0.946462370928,745.905167378,0.963910405049,1.59668834942,1.02035001993,5.20905118411,1.18681828948,3723.51518694,45.3197041302
4.93563120685,1.00000062457,1.57696783893,0.922810446998,1.58038811081,0.878587690905,5.96003589378,1.15184897362,0.965952963385,6.13668794905,6.16897758927,1.1777216865,2.19729668651,1.00816653518,1.09000012658,1.06396665948,1.01676673679,0.814161150843,3.87459123459,1.18879367084,0.903638277912,28.5914228782,0.952289939789,4.84585674518,1.1357898514,5.06177760236,0.875288208941,4074.82900284,38.2070368783
