$Culture,$Criticality,$Criticality Modifier,$Initial Known,$Inter-Dependency,$Dynamism,$Size,$Plan,$Team Size,>>Cost,>>Score,>>Idle
0.462963116453,0.958654766687,5.02904542275,0.649119929127,74.6660054237,7.75045868416,3.09480426419,1.77498981224,33.4124557307,935.845185483,0.247331690716,0.580310880829
0.14216605555,1.08460314909,8.9448578281,0.637424576975,80.2278176884,5.85039049065,2.98342565886,4.60840020071,3.6041981128,1196.12404525,0.0452032163193,0.0117647058824
0.580370473271,0.994794514763,7.20718758548,0.525658646033,83.3073997312,42.6215522172,0.645855544706,3.10406942738,37.4853644632,584.286825659,0.509876229327,0.153846153846
0.302310169391,0.890892026092,4.64725215509,0.627457807945,84.4152692465,1.49847441711,3.8133714892,3.07360860634,29.5720614914,657.159067281,0.0489261086096,0.409580838323
0.852386883621,0.820403668235,3.71677581192,0.401356035133,99.1645247421,6.57237636724,0.282986429134,1.27367103722,33.2824259116,201.805880958,0.161188940506,0.333333333333
0.319976516526,0.872647890163,4.11438450037,0.47806034355,97.4811028467,8.5323074753,0.472433636394,4.18178724309,40.5644320331,347.342575205,0.251697277506,0.565217391304
0.834111979474,0.998640467026,8.00328140611,0.672651225991,48.6672717083,33.0723371128,0.462626657243,4.83450780534,11.9846852378,383.81154777,0.568281079529,0.125
0.191554897442,1.16219664626,4.67489635319,0.583380951277,60.8935340414,11.9972002802,3.57956757044,3.94484887682,18.5096657317,880.369046459,0.178475018684,0.20110701107
0.860203272509,1.16502106843,3.4765390219,0.696434872107,58.3204394584,6.6185297335,1.33324163856,4.04603576948,26.6412528128,420.083554258,0.363040994991,0.375
0.737350093312,0.93829650421,5.13083346953,0.458658083586,93.6469625475,14.5337629437,1.53917357316,1.54541184371,35.0129254723,673.954346607,0.305038859782,0.333333333333
0.395579844651,1.05444858607,9.23858594411,0.53385986436,69.9204931658,12.2837454904,2.6897903764,1.52877124412,31.9513249057,1416.30612657,0.201517666436,0.025
0.730391228052,1.13621281137,2.60407982241,0.546107722117,73.8884642617,7.74574256207,2.74141294399,2.75399016192,9.67901773928,333.954977548,0.311876779041,0.40404040404
0.868408819896,1.06043958304,7.21583974281,0.438074533657,45.169136787,48.5413672697,0.609726223818,3.03845924791,22.6853611802,476.573381357,0.60587249238,0.0
0.706814554961,1.09094787965,9.21849246,0.611266172717,29.609987431,44.9499951285,1.18749122314,1.72192867259,16.8027471202,1039.00148951,0.545690842212,0.0
0.328331235323,1.01816426549,4.96216562976,0.558672397396,32.0336869521,11.4888889375,2.66315088104,1.5411607283,26.6073041398,682.187860043,0.242247592198,0.463878326996
0.659868873812,0.969971147514,9.33145454056,0.437547720218,13.2390901064,35.1304375547,3.69000332365,0.967498838758,34.7190647063,1727.30646539,0.537780807966,0.311557788945
0.437590703523,0.852121164033,8.50749010211,0.459175878833,85.0384567626,46.9975590122,1.98633195465,0.674480262508,9.37090876585,565.477117774,0.594808175855,0.487179487179
0.152552171615,1.19794895377,7.21810026132,0.504693257702,58.4415429218,12.9667985105,0.695510503783,1.15777057731,17.3677959792,620.877170983,0.0701112117557,0.263157894737
0.817766508043,0.949712668005,3.7882451246,0.546144734631,85.7420243125,19.0380194642,2.71723364245,2.23144814951,26.8986122474,481.219803963,0.456237061765,0.159722222222
0.778874190982,1.09334850096,4.33625285752,0.696653959843,18.1804391378,12.1322254647,3.22247986271,3.71155513453,2.72691460242,642.085089434,0.33320196928,0.29609929078
0.673808827081,0.829560623495,6.17817063708,0.696979692735,57.5017439157,37.1429227291,2.64267022447,1.50258384051,1.57580409566,457.145838047,0.414623117482,0.455128205128
0.276657613269,0.897136258912,3.29929268169,0.517959410513,96.1927755565,5.21410725613,3.54258565239,0.381697540135,11.1821398554,417.460617666,0.172080679118,0.452711223203
0.61732651013,0.857400550567,8.75391284084,0.601536721968,68.0797679559,5.00670911509,3.80573118479,1.1278225813,6.00201293622,939.679677231,0.1297213416,0.0158227848101
0.738077453939,0.968412646847,8.44949294125,0.571366235106,28.0373248562,21.3043821645,3.06595567957,0.37142063053,23.3019329276,1217.86839402,0.4021073955,0.00666666666667
0.741051025622,1.16412381083,6.64698892882,0.689318578942,63.8913498582,10.2106306194,1.24031757984,1.87597345973,4.95869755007,906.212768383,0.235464153489,0.222222222222
0.172473026663,0.956410273118,9.97640023416,0.658476483952,16.0042444438,37.9031294629,1.77380369863,2.05079762212,24.8298798096,834.44356884,0.369698240581,0.142857142857
0.20253447045,1.0943339399,4.60933290472,0.50583297547,67.5085774388,49.8341767393,0.473490593068,2.7335995943,5.56523540692,331.16608242,0.267294272472,0.0
0.56518866036,0.885874007057,3.79533932471,0.617751545946,55.1967224514,7.49389869123,2.33984464893,4.12903485204,11.9124102811,341.452966265,0.351703164006,0.311403508772
0.551570045311,1.0033160613,5.88643163107,0.53264697679,78.4821404152,10.9969478124,3.66160924978,0.27157237426,17.8302554832,955.159753926,0.38041111845,0.276461295419
0.569035550737,0.845009842276,2.04335480525,0.495138258505,22.5884305334,43.6812692022,0.353134663342,1.36994812893,21.620450441,93.8393344222,0.276655227102,0.0
0.85421757825,0.994717380274,8.88661782001,0.62889202568,95.0803388343,28.0009255615,0.365537728068,3.205273786,5.9235383568,521.207653343,0.421924288931,0.315789473684
0.47281324772,1.18764934082,4.26322615369,0.587400448066,21.3296941679,36.8836181135,1.32873962239,1.89423140614,20.6775526381,587.372923161,0.442209147513,0.567901234568
0.801534183582,0.861341681863,7.51040401814,0.438324561865,82.6913849073,34.5897661035,1.07838308384,4.76463911399,13.3110708457,453.970362752,0.588291634537,0.44578313253
0.549116126035,1.16207593645,4.52336596004,0.493086518804,77.3354419581,45.0007766458,2.5167708944,0.579431179563,16.8750959091,720.854832867,0.591482983416,0.418502202643
0.474341487294,1.08540694254,9.57908345917,0.497855812101,37.5336027921,39.4319668635,1.33615313535,2.31660444072,34.3114294656,1110.18833715,0.522952990093,0.222222222222
0.638835043871,0.992915934686,5.02548098519,0.471480514764,49.974498177,8.11937960903,3.04420510836,2.71530225964,17.4264128346,767.430234134,0.294849222092,0.305466237942
0.58160379104,0.858398701533,3.92222257947,0.578024156125,38.0993863705,19.006787083,0.997870645807,4.43435556854,2.72180806909,196.809237196,0.410396487801,0.0
0.627882171568,1.06430711829,8.22445645845,0.483869368681,1.27538253081,39.0296343834,3.05321323348,1.41306501281,38.0609833463,1834.29969973,0.452054587816,0.430481283422
0.316994633792,0.90771762963,5.92879875908,0.554407431721,19.077985574,38.7308510978,2.59508669622,2.05727424545,37.7424703752,960.611592247,0.455827588677,0.29197080292
0.615012185767,0.969950783874,9.30542071029,0.598248618096,49.9789792616,49.7279725783,2.23815846909,1.79961343434,20.132017751,939.072157678,0.520229477383,0.0
0.648510951249,1.09627858896,4.61448923114,0.575169468785,60.3951168627,3.98021093721,1.83598759205,4.55616403364,34.2561762618,572.075429249,0.22433931102,0.358490566038
0.309102800318,0.863886051261,9.92107873521,0.42814917431,79.302220406,43.0117264685,2.20771273138,1.3703482723,38.1846300828,1177.07755568,0.388275024131,0.60701754386
0.377852481693,1.11164899112,2.79939239351,0.458675393953,75.4771180846,18.5173835709,1.99856881973,2.80424928208,15.4564602696,294.83048461,0.247925212334,0.0208333333333
0.423819168377,0.890969822202,3.40271033196,0.508111928145,32.6204320649,25.5905452567,1.76126631312,3.57693795041,11.8929667964,292.175204944,0.367095366953,0.121212121212
0.758920202842,0.988516582574,2.08349991699,0.583873561662,92.0153688622,23.0088351059,0.538551512699,1.53013231991,17.0894656149,115.586925698,0.531125331313,0.0
0.173929094546,0.928767120301,7.86110750342,0.671777309589,54.2619383944,37.5160114133,3.20590318811,1.87341728103,16.9709712007,1014.78877073,0.263114730295,0.0137614678899
