$aa,$sced,$cplx,$site,$resl,$acap,$etat,$rely,$Data,$prec,$pmat,$aexp,$flex,$pcon,$tool,$time,$stor,$docu,$b,$plex,$pcap,$kloc,$ltex,$pr,$ruse,$team,$pvol,>>Effort,>>Months
1.88525568715,1.28896079552,1.48467959168,0.861958115246,4.58574075883,0.885478681711,5.24474236529,1.25927128696,0.926380308634,4.33600479541,5.71689663238,1.00020502229,2.59971057211,1.1312288625,0.964612815269,1.18576220113,1.08735369494,1.17819549038,3.23676020269,0.961686970944,0.960427869085,307.934952376,1.08316208791,1.7844734702,1.01923333033,3.21023473082,1.06632127412,1234.60691393,23.3060820285
5.43906646957,1.1749301861,1.43569941383,0.803019356079,5.02767960551,1.17661027939,5.38667798096,1.18016417537,0.97496715084,3.56563251463,1.89117908912,0.913172374133,3.51867077581,0.82520846474,0.931156568412,1.62938455524,1.14491128363,0.945136051809,9.06040140769,1.16517061065,0.951735424313,196.459332885,1.14678359326,1.567219804,1.02561631289,2.26413295749,1.05946843746,1428.60238009,46.4894812865
3.29780283972,1.20728151044,0.777593246187,0.990803951925,5.208791675,1.07472099949,4.69275953069,1.12489975601,1.10933862431,4.34546392038,6.28264687636,1.12291999277,2.96358286582,0.996803205139,0.991121116873,1.22098612526,1.0524870188,0.836587176196,8.24502637006,1.14031387529,0.869101576637,90.2547400383,0.929992368128,3.18171733187,1.07764994356,2.59961515517,1.1224923055,5746.97474706,41.5224349498
3.3668220677,1.31435983225,1.4635372025,1.16706797038,6.59570038018,0.727525854588,1.58477700993,1.07321468959,1.11389711746,4.37659076087,5.10829120551,0.975227590989,2.8350657565,0.864998833386,0.834377601272,1.37751143436,1.05808910178,0.858118424088,8.73810439818,1.10913607865,0.866027219971,261.230953923,1.06685275048,4.61094727345,1.07119546143,4.94816285646,0.895479822689,1128.16266124,22.004040325
5.15262900024,1.20284185429,0.811263844075,0.947682955531,5.24486891821,0.914984045094,3.05739354213,1.06292550543,1.1303610336,4.59776606624,4.79624767001,1.14661536529,2.21644366114,1.01121657883,1.08638878245,1.57655296586,1.04605333256,0.995190416867,9.36250174768,1.02288012194,0.902211743879,43.1880846774,0.851192475287,3.2635687692,0.957332033588,1.4855433336,0.927339133074,6356.41383925,43.4136096593
5.78501591847,1.12082205868,1.38633149177,1.10460695078,2.31291590044,1.07157674402,5.53442876693,1.12057289227,0.949777247692,2.64335050314,2.96316221797,0.895276574201,2.80959663247,1.0652532065,0.816639232007,1.26674822547,1.10312952755,0.968257147157,3.47816984468,1.00029091669,0.920858760291,64.172128611,1.12649958327,3.56019912653,0.955939901756,1.96289283685,0.971071908537,1116.68428176,25.2367702189
2.75081287737,1.13377228267,1.20186304383,1.13816642444,3.50743136822,0.724972321415,2.65720401727,1.1086300589,1.00984741085,5.44848987359,2.50476708739,1.17816569742,4.10905491652,1.14856495912,0.88140736188,1.14112010507,1.04428792276,1.16331467469,4.67475062238,1.1059576846,0.808679136038,61.6124035299,1.01544156966,4.66046433348,1.12216365813,4.94504533836,0.939682635119,5682.53593423,35.8714661887
2.15565376239,1.27880214059,1.22924726878,0.871595207874,2.35456408149,0.950867759134,2.18925342909,1.06906451026,1.03276605134,3.10135038983,4.91926667653,1.12505227709,2.12987580936,1.26620900892,0.898418151188,1.17402917222,1.1672037007,1.03754054197,5.08294836465,1.01456318902,0.998255751778,354.067600495,1.0951952553,3.6268794833,1.13263036083,1.87793891771,1.07180882389,5029.46230045,49.6819004832
1.56942689412,1.35926875568,1.02085721472,1.10566866306,3.13929253102,1.00035165188,3.64942712131,1.03884318783,0.968520221488,2.94904250278,6.62456069627,0.974537010649,4.07322346576,1.17229153103,0.871455382094,1.27214224737,1.1238824499,0.859151514773,6.15066963541,0.947765176972,0.841212434933,97.9399172175,0.950497367218,4.14588093402,1.23182328173,3.1398506295,1.2954809898,2736.86287953,40.7828366574
3.89969586927,1.19494637574,1.5745746365,1.17960824785,6.1284405837,0.910298254887,5.74443433073,1.24287100761,1.04204061658,4.55954201602,5.06105164974,1.08277688372,3.71295038674,1.17439126179,0.978820154095,1.23658034653,1.15613112282,0.901179800609,8.95033180779,1.04136607357,0.809315361799,248.438057322,0.970630603254,1.63064199668,1.19902647472,3.7933832953,1.20688515594,4822.32281711,72.5163972113
