$Culture,$Criticality,$Criticality Modifier,$Initial Known,$Inter-Dependency,$Dynamism,$Size,$Plan,$Team Size,>>Score,>>Idle
0.592220647924,0.846802105154,6.98416348963,0.451575550563,3.5992018354,45.6123828025,2.32743429579,3.53696143822,20.0307682048,0.56429650017,0.141935483871
0.718539991858,1.03963620276,3.08812424958,0.34371430955,27.0005436585,43.5826702341,3.82661832572,3.45370316129,29.934210634,0.551200007697,0.4317617866
0.544294315974,1.06748609065,6.54595502923,0.411883637572,9.82580393275,45.2259211385,3.02676816838,2.74683204498,22.0023426835,0.519528567947,0.364686468647
0.557273199052,1.06754882416,7.42295393838,0.450199482519,3.9357374552,47.6441320429,3.41242745103,1.52458361909,42.2335465036,0.556218612265,0.0
0.675962881922,0.940008104989,2.88328776998,0.330223044544,24.9377396893,44.3834127429,2.82156681633,4.00847766203,32.48445929,0.585249758686,0.36231884058
0.654464700516,1.25200484315,3.54608347736,0.381518730485,32.2071421485,43.5471457917,2.06308600786,0.238062916866,32.7039963614,0.579341504753,0.494680851064
0.59184342727,1.01274995843,6.65415780085,0.458085348789,39.677250118,46.8081963745,2.112463842,3.2920036792,24.7612827423,0.59104632104,0.226666666667
0.869840076172,1.11466816708,4.69344724789,0.477502091228,46.8952567425,42.3432652369,3.28366379303,1.70533985019,20.9790217244,0.524616915607,0.319223985891
0.605047276123,0.937088705098,2.32323026626,0.427632383025,6.13052739779,46.9562725167,2.33561784622,0.059784651298,38.4009636697,0.58405797165,0.31847133758
0.56686309937,0.978403506022,5.31543059503,0.460778015901,41.2130636462,45.3377333481,3.49894354523,3.28409992089,25.5722044578,0.545978935566,0.151282051282
0.757321517194,0.973233615988,4.13505296268,0.252869438491,47.5780365203,46.5564630221,2.92927587615,1.3465207325,34.8767878696,0.541570003707,0.137724550898
0.827037936512,1.02632705023,4.35743628108,0.262595786941,10.741180772,44.324426327,2.71439465442,3.25414617324,21.3009903185,0.530348918331,0.0576923076923
