$Culture,$Criticality,$Criticality Modifier,$Initial Known,$Inter-Dependency,$Dynamism,$Size,$Plan,$Team Size,>>Score,>>Idle
0.160030777739,1.20151981582,87.3186418184,0.568016209355,87.673301957,5.67254560906,1.79038069692,4.79789394959,19.8285322399,0.0854060462299,0.376344086022
0.132474865087,1.0483884714,84.6255507408,0.428687186756,98.2590562518,34.6380100045,0.350962332781,1.92772889637,6.10712078569,0.220379856628,0.142857142857
0.690366524544,1.14889942116,83.7929254676,0.574089095228,18.0273746796,17.4760587089,0.636154057229,0.319779629287,9.22087113716,0.496688419175,0.222222222222
0.770782372653,0.867802257426,90.8150481034,0.484383758775,75.7197698794,42.4467353655,1.90347768243,0.012044702998,2.54233207572,0.56367801938,0.530864197531
0.325110696594,1.04152567498,89.9723906043,0.529809800516,13.3090888016,1.78132670157,0.789822801132,4.73116473209,1.48850926968,0.0405134420612,0.5
0.730739208286,1.01030134099,88.7013781142,0.444469942185,77.7310985838,46.5985557729,0.0131142706337,1.16181705394,15.9016266745,0.604298598993,0.230769230769
0.365139620684,1.20432327184,85.0140860063,0.492242011955,18.8935549341,42.2987128497,1.49940143839,1.68673947373,12.2688267459,0.454738281476,0.569230769231
0.641639409079,1.01553206963,92.2694558997,0.48817325028,89.2295961915,2.75525497686,1.19662421615,3.54922919336,10.5168266221,0.178698001114,0.478260869565
0.408084497328,0.942815704139,92.732870179,0.592358141764,17.9847090294,28.855687308,0.446533138176,3.09822226069,5.36716923826,0.417037596097,0.555555555556
0.124040782764,1.22966611295,83.5080080401,0.44137466812,36.7892610244,2.31912991336,0.155503660334,1.36367911213,7.25412948616,0.0361063970185,0.352941176471
0.339876016869,1.10537104312,83.812744929,0.536816627304,88.7135135585,31.3423755728,1.13858855125,0.939449486326,1.55827738956,0.416484485469,0.570093457944
0.139154587131,1.15841009145,80.2733144045,0.498832395567,60.1846892435,5.6963373114,0.288911696963,4.31913323534,3.7576782704,0.0198477542132,0.0
0.668243818178,1.06585452135,85.8892701577,0.559821800763,41.4816680005,14.1471998682,1.49578047009,0.141969876429,1.97837065695,0.360281237712,0.315789473684
0.112446468736,0.84628071959,82.4424680665,0.677602994031,26.5809192002,39.2517137397,1.37451221764,1.07901822139,5.84761548214,0.235683735545,0.117647058824
0.728309036612,0.828462721176,84.2692275324,0.575746341902,13.5198326176,6.17470868726,0.587024043531,4.23471890303,7.85806593927,0.236877413199,0.458333333333
0.653614814768,1.2088676923,90.0187191859,0.623274602826,20.68137615,39.8068772129,1.98117108188,0.585908685771,1.77508247553,0.486929876233,0.0869565217391
0.86968724876,1.18883322387,86.9959956664,0.436401284436,25.688245405,49.3848758827,0.149535713849,4.57963143894,15.9677498855,0.594389183696,0.333333333333
0.880531474087,1.05748737655,93.8319269198,0.64070282811,38.0524890166,17.2863123488,0.0998705074583,2.65162572553,19.3972366507,0.476508910093,0.125
0.763667801823,0.850595392062,94.5805998956,0.6814486046,93.4687945473,25.5216654259,1.92401607503,4.77221941984,5.84016510303,0.488204956535,0.0
0.762996195064,1.1714889488,90.3345679069,0.491870339787,86.3381182934,47.2496217344,0.0249315628229,4.535106477,5.2210454005,0.431237265458,0.75
0.373484746748,1.25565232989,89.7348938704,0.545001976521,13.4603901096,49.3859137875,1.12268658675,4.53088296248,17.1909588841,0.469582768182,0.218181818182
0.494074398143,1.11279999224,83.2258131308,0.421829798966,35.7481587834,29.6764107147,0.968186401103,4.67846551489,14.7553834168,0.521909083971,0.208333333333
0.383055801459,0.912824560033,88.8432817304,0.457955520921,46.2385891832,19.6632863463,0.594902818174,2.71517444515,10.1939511636,0.332849183321,0.4375
0.76933459899,0.932907332374,91.3070789961,0.47105051718,90.1967028849,42.4480033167,1.49702060334,4.912385715,6.82644932509,0.594102807173,0.0263157894737
0.673312627167,0.99802687778,88.2051641898,0.413011276574,64.3204922538,12.3731718344,1.20320380286,4.13132828282,5.04046773462,0.294833638422,0.0169491525424
0.634645608112,1.15709439824,80.9979602999,0.533685013828,95.2053180065,45.7987721013,0.713771849818,4.49925808474,3.09141080524,0.428364679852,0.588235294118
0.205420154445,0.919320731154,83.104887443,0.597129536615,67.7850552572,12.9384329149,1.95996294921,4.84710625218,6.59875107313,0.17896317443,0.297872340426
0.485725300846,1.09844975767,85.0496975921,0.436847597718,32.8141284329,19.9050374703,0.267159788982,3.07200117586,10.6323385643,0.486416788303,0.4
0.740135189432,0.991716969368,93.1758057238,0.615309037168,10.4285088684,46.6562182203,1.59760563103,4.83618319349,16.730742169,0.546645108741,0.352941176471
0.662768331019,1.21639316297,82.2940007317,0.61967043808,16.0285632863,7.0647368997,1.04298608161,1.64812911766,4.1518867909,0.182981127492,0.151515151515
0.336844445802,0.922391829586,93.4094533069,0.577472638708,54.0574870906,10.9623526935,1.39472747824,0.349028490898,19.1704101469,0.201603430167,0.0625
0.497362197743,1.11961690613,84.1942846404,0.570308084331,90.3878092256,41.7813261301,0.115492981673,3.56207000058,3.9277739239,0.402438111633,0.272727272727
0.698100066148,1.16502911136,86.5297580021,0.583628076336,57.8499216749,28.423021096,0.493346899286,0.886053588618,8.43850502745,0.5149110982,0.0833333333333
0.614060735332,1.05346853874,91.7597503349,0.549478560374,67.2644839396,29.0036782024,0.068751719762,3.17935960385,18.593281487,0.517644142361,0.0
