$aa,$sced,$cplx,$site,$resl,$acap,$etat,$rely,$Data,$prec,$pmat,$aexp,$flex,$pcon,$tool,$time,$stor,$docu,$b,$plex,$pcap,$kloc,$ltex,$pr,$ruse,$team,$pvol,>>Effort,>>Months
2.7550349032,1.30979216744,1.53884896087,1.00000018829,4.43361389116,1.10338309775,4.49673521984,1.26000091152,1.0000003818,5.65860087816,7.49263766276,1.06414736424,3.86102193486,1.08234590225,1.00146109013,1.01936740573,1.1299878885,1.00665962928,3.71592471167,1.00000029119,1.00000076338,80.5538505167,0.996531120446,5.19782118499,0.978677278617,3.54946981019,0.870000253449,816.556723693,24.4587716369
3.42827400244,1.08160372226,1.42824260959,1.00000078332,4.73150955878,1.00416239045,1.59800563834,1.26000061366,1.00000017062,5.9503632728,6.62279862558,1.00726488394,1.62655430905,1.09272710011,1.00517507848,1.2409986288,1.01930080518,1.05876887175,9.10082918077,1.00000004167,1.00000051257,94.8067648696,0.964570733664,4.94549065975,0.951716370383,3.5073507191,0.870000963319,333.780201806,29.666225952
5.47356142016,1.2853717991,1.40116047707,1.00000058718,5.26165452687,1.04101127084,1.81074051158,1.26000076061,1.0000006131,6.035246812,3.93689525608,1.06945731953,2.48742798928,1.09346220408,1.03417057844,1.5507538056,1.15762377583,1.00904121779,3.79625440676,1.00000076275,1.0000005767,102.258117499,1.06114896205,4.90281662424,0.985040373899,4.06221171509,0.870000227294,2626.69225018,29.7596707724
4.89126643446,1.32300270659,1.59561026883,1.00000017449,4.98761508781,1.06065284093,1.75918956512,1.26000019305,1.00000035109,5.44068942636,3.98004451444,1.0654238899,3.50299283797,1.02418379525,1.01129319657,1.47993518816,1.07517157403,0.972991512738,6.369488587,1.00000087985,1.00000096191,88.4939225221,1.0448722757,3.6543550893,0.993269128488,3.32808456015,0.870000810631,1873.55571169,24.869498507
3.92431075944,1.24138958599,1.37485976009,1.00000028639,5.02398028384,1.01947363755,3.74279255657,1.26000005074,1.00000077824,5.13671030152,6.22377545814,1.00043303615,3.6729901077,1.05885775698,1.03961289828,1.62141506635,1.05390779187,0.981080172606,5.73468648497,1.00000082305,1.00000065737,82.2046005638,0.941302691612,5.74185951017,0.996122317809,3.74351649074,0.870000857181,4597.96172549,51.0305410849
5.0041678079,1.0346945657,1.55665683787,1.00000046642,5.32692076244,1.00863076672,3.68895302403,1.26000017711,1.00000048126,5.25991241528,4.00549801992,1.01870448954,2.33316809616,1.07714042662,1.02306950657,1.21007664519,1.07172839819,1.00246565023,7.02836221184,1.00000051151,1.00000026156,100.835792118,1.03403244913,4.34306279891,1.05910661866,3.39526649161,0.870000286885,465.584694917,16.8993686451
1.37834679348,1.10121824829,1.41949822088,1.00000016275,4.71241102786,1.12956719188,4.29484962322,1.26000054717,1.00000032882,5.42582865786,5.70929148196,1.01023559435,2.56748322552,1.03870899901,1.08135274323,1.22587808597,1.12843017313,1.04259716875,8.39707505885,1.00000039075,1.00000008355,96.6071053447,0.946200001264,2.04880509147,1.00673019106,4.1173677087,0.870000098604,825.171171465,22.9432728673
3.14626077271,1.22888871432,1.40794092023,1.00000080801,7.06087069754,1.17213060046,4.69232307421,1.26000080475,1.00000061502,5.07631696653,6.425697539,1.08887961601,3.93241060926,1.0242693165,1.07118348297,1.62352120765,1.10684685647,1.04203228858,6.73518077041,1.00000025976,1.00000037784,120.281247681,0.938332394367,1.9739967909,0.987389559028,3.81047359769,0.870000128061,1598.95924778,51.0465642321
5.55748834907,1.25717648675,1.56424868418,1.00000061133,5.81196716676,1.10981061157,3.88159195706,1.26000007003,1.00000003821,5.77736210668,5.0092361057,1.08776049296,2.19124295209,1.04899104818,1.02416035393,1.34188776141,1.00937550667,0.925965283346,7.40347458438,1.00000024809,1.00000043997,114.190643074,1.06335345431,5.33409240161,1.06299432302,3.93583428503,0.870000009077,1541.36335043,45.7957938935
1.12293172168,1.10145190436,1.59568975456,1.00000035659,5.21642446886,1.03241469573,5.45577698458,1.26000012345,1.0000004165,5.66167514054,5.27298427488,1.0455967742,2.2195296556,1.07960931675,1.06864949742,1.30006519785,1.09221347292,1.08495360021,8.67001983258,1.00000016521,1.00000003753,110.017121594,1.03256594624,2.00058137387,1.02772804305,3.71794468066,0.870000405427,9386.97923805,43.1819918027
