$Culture,$Criticality,$Criticality Modifier,$Initial Known,$Inter-Dependency,$Dynamism,$Size,$Plan,$Team Size,>>Score,>>Idle
0.13579374289,1.10984653406,4.90232583254,0.827785264413,98.6380877547,2.80428271616,0.949643456932,2.73976809992,12.5315312639,0.0466392336891,0.533333333333
0.135497891292,1.0353084906,2.59212963287,0.62081301481,87.8996114365,9.45494477286,0.802622602447,0.479319929166,18.220332118,0.164939717323,0.4375
0.198001596218,1.00709502942,5.66466395915,0.948220086909,95.1193979256,9.83973424499,1.61973013679,3.17738442763,14.9012755553,0.1190972495,0.0
0.150590232743,0.964031088087,5.15490751578,0.845858925879,86.0214170116,4.62741530748,1.88312601604,3.94657259807,11.5694659673,0.0578612419704,0.243243243243
0.189202371752,1.23470558774,4.34895625908,0.700985309691,92.3199724202,4.7062374141,1.22374410201,1.92418180837,12.9068317486,0.104157801503,0.446428571429
0.141830312805,0.989152985134,3.59159027123,0.861196660487,87.2275174422,7.33679819883,1.57449065576,1.03029385242,13.1426115976,0.0973077503867,0.2875
0.163409003412,0.946015717196,7.95418216651,0.916647900829,83.618143593,9.6839629563,0.62228459363,2.30872563564,10.4270897177,0.0942115727173,0.4375
0.107396212604,1.25422468892,6.07912589592,0.894759964594,83.8561055462,2.62520586257,1.20860005993,2.02931177586,12.3012165885,0.0149199708663,0.125
0.181380484757,0.887490159709,2.39472455562,0.758336547968,99.4681335391,3.18079312851,1.27860696655,1.01979442121,18.5055495601,0.0432741733548,0.375
0.185262876347,1.03597685072,4.51597642655,0.709859452447,80.7969012714,2.21650593671,1.34888803149,1.11826705455,15.6590387699,0.0366261791131,0.353658536585
0.15672677364,1.22020534767,7.45604504293,0.666283986717,81.5347882721,4.33233508665,1.18608339653,4.83712488046,10.0251918941,0.0710704587394,0.383720930233
0.139209612318,1.06139384984,4.62248064471,0.809797407165,89.2815240159,9.46441829154,0.926221861446,1.22056791465,13.5611364764,0.0619768086847,0.222222222222
0.165397332062,1.14442840383,4.34905537707,0.912068313872,91.9564220674,1.2251102229,0.679458864695,4.66416643366,16.1035488535,0.026869286115,0.358974358974
0.183533601629,0.90590173707,5.76721570545,0.765071140901,84.0885064508,9.72188323361,0.288447975155,4.4388391358,11.8532416613,0.274271765676,0.416666666667
